Id,Run1 (ms),Run2 (ms),Run3 (ms),Run4 (ms)
Id_35,199.67549558363726,202.081576231811,185.8784266875235,177.8296528045683
Id_36,185.3117882436689,201.3198820859264,179.97428429662966,174.09774007479643
Id_37,193.1365997714421,205.79176201432279,206.0523992068578,194.84237824015173
Id_38,272.2588265700866,289.4531596309415,283.7136803865548,269.04715007040426
Id_39,189.02609763111332,203.14270667440834,202.90760746705777,190.78803016699914
Id_40,186.6533949966622,195.20673922911547,204.14279280557665,194.0332818540333
Id_41,262.38318345775576,261.1697360332114,285.0054982958093,282.14539114393034
Id_42,219.21877821621854,183.04740915262667,259.45250570114473,202.18554594523638
Id_43,213.34603387268697,185.0377933201515,250.82042840673316,215.5093680995921
Id_44,200.87149236628983,196.01498500327318,245.94755452413273,220.34281945114776
Id_45,275.22728072777244,280.6670136161629,304.8122749847423,302.52304330132085
Id_46,226.29259519509998,211.52614829272704,227.72654883193462,230.77869080545744
Id_47,220.656247513477,214.08505481461097,234.05812868702907,227.52792943310732
Id_48,242.33643303073632,239.11938005376723,236.114745469986,246.5261499445708
Id_49,342.22393217931943,311.0755874048723,313.7420318813848,302.5805097431627
Id_50,227.79490728502572,216.09076829498187,223.46730762662085,250.66186977636397
Id_51,252.98365195964521,249.80695488684054,237.40610805115548,264.6180297309919
Id_52,219.68682306235064,216.2883168887605,230.97827254068423,228.45441069371026
Id_53,235.10281781385999,218.09370675456296,233.18965845426433,231.03444849569888
Id_54,247.07408717484333,240.44195842063974,232.5465150134191,251.68259201339575
Id_55,235.56272437532704,218.96989977899975,234.44801856543017,237.29803500048772
Id_56,279.41237213113396,292.3436625254909,302.3523654208353,311.8847475909346
Id_57,178.2118386550664,221.28176584871562,194.7169405454318,218.15944246627686
Id_58,222.2006815892014,217.2798980663575,230.27463122906278,214.41115815338293
Id_59,217.3545360806018,219.50700596527997,212.47562386417022,228.17076625966527
Id_60,326.54873628371604,307.7854146529871,304.4440038938955,318.83677562580874
Id_61,236.9000536552058,226.79281743385587,229.24534656103518,236.10960716054493
Id_62,206.69365741605208,224.88001192503114,208.14376818725881,225.0991313989151
Id_63,327.1091856726352,300.9021396852436,300.0018066030722,312.5408600353095
Id_64,253.29068066188665,237.66966314144477,234.88847907267794,257.0513302269404
Id_65,323.8197740427718,314.0878588635527,307.6656329971505,307.605600661335
Id_66,240.82209199952825,230.92231508127276,231.61489616007654,250.15913373456644
Id_67,325.9034566622634,304.7716900491755,300.2549209726975,311.4252324196335
Id_68,259.2680495570766,240.43395342707754,230.23643344091752,264.7035216500427
Id_69,320.4722383687983,317.2073968431279,308.2301546071256,307.74503017540343
Id_70,326.5785061934403,315.9202817969831,303.2425675174163,318.6437660099589
Id_71,199.84983275738807,206.8666783974804,222.20007844946153,193.02951677356842
Id_72,300.12490919724047,291.4293509845594,299.0589898410418,283.3234048110509
Id_73,284.2948943338236,291.44029136845336,295.615100132662,292.09950483280215
Id_74,194.3363729023672,197.37310971978195,218.9680937984667,187.86846482917096
Id_75,313.8194817850384,312.9135087514636,310.94268689756706,295.65118616589615
Id_76,219.83958660386463,226.4414601111459,223.3646240668296,228.96364301913417
Id_77,220.13040061966154,217.33003470623095,229.90035933222586,214.20386750175786
Id_78,243.86684732886164,233.8369597886225,229.09545724467114,239.83166774261477
Id_79,220.44337788134067,216.8108319393117,230.75921684849206,224.60787780396717
Id_80,239.45933536842563,232.45120161830195,231.86987881918984,242.52078710954478
Id_81,317.1201212067835,308.2793186088139,297.1967288901319,303.98723739764404
Id_82,214.4805565994008,214.8357638158793,246.4392185573038,229.16589384123685
Id_83,275.45829545857003,282.1277038620411,287.80408796895017,272.01514013821566
Id_84,286.6389233557968,279.1794394517427,284.69201539457026,268.4420249796506
Id_85,296.5054487312647,279.43552195994835,278.9143096326923,274.37271418166927
Id_86,262.15591651035874,220.40396951812363,205.95347205882163,202.31031803114737
Id_87,231.53462718565265,227.66532765695072,225.17361164359673,222.14286320949776
Id_88,288.5928408582758,300.8097510953916,288.95712818729777,276.44783107088796
Id_89,283.7676559840119,290.6994815801895,283.5990054620874,270.80365771565926
Id_90,229.70987957653495,231.29738758902246,222.77189758817414,230.13161657843352
Id_91,205.8994484994874,226.5353048882437,217.90686297907138,229.50352957794388
Id_92,190.18368545821687,168.94379905945365,189.258492619486,183.85520717704412
Id_93,188.7223754270144,171.3887699040602,196.63407180479408,167.54885160545803
Id_94,186.29378001896345,176.10703472336743,188.91897765887438,181.8186955597405
Id_95,229.60160147784234,231.04591594756707,212.0495997521658,204.73089047363527
Id_96,248.51737628651523,283.40504437726906,273.2803102450356,291.61507107389957
Id_97,249.6890589770165,237.9770953724388,218.25937406513938,195.8056121192889
Id_98,187.8132946316286,172.48297765135584,200.33099570598856,171.45539717298135
Id_99,250.81373765318006,270.17625139722634,271.99835006731905,291.39023656154916
Id_100,212.8766606149735,207.13500381170994,209.03196330840873,187.82856399764168
Id_101,199.32241477172954,187.01869365885193,170.8773992310549,170.92608662966308
Id_102,267.81159145266986,285.20693633856183,273.50726547433817,284.1146615214821
Id_103,180.3298122609611,186.9890455972036,164.16928210498097,169.22804984271562
Id_104,262.53051773873494,283.0842139967725,268.96444935983953,289.37404790953894
Id_105,204.8243873897032,208.8436703986522,201.5755347729275,187.47358077661534
Id_106,186.77702898203654,185.69457031376768,170.1653376443049,173.58900315151973
Id_107,226.66941577890043,216.91418633366098,215.58499854645257,204.40600584865075
Id_108,260.1421951994154,270.85748484131943,274.89595520253664,284.64230343460025
Id_109,203.27709878228018,203.35820984760176,202.27218509453934,177.05261771022464
Id_110,193.21944498596076,211.843125598027,203.01072146974036,196.6411344241068
Id_111,271.46248802870315,286.3128386206376,282.6835593492613,278.8810621945959
Id_112,182.6283405692236,192.36629333912572,184.02579324739358,177.90210137972588
Id_113,171.7020557353179,183.95966780765983,170.06725305662985,174.43008361394556
Id_114,267.3896022538111,284.0719139026548,267.95327995295486,284.04202120364033
Id_115,197.25425967292557,201.66460063885464,203.0469423891921,190.54829841627765
Id_116,260.6120555561176,269.7370391710181,269.27540524202226,283.80210232863413
Id_117,192.91131051978704,217.6028102052908,210.5032133991019,203.14184900308524
Id_118,191.98309191738565,211.72540480261023,207.79745262618076,205.32565118597083
Id_119,193.9497457817933,190.06101866998293,184.3356577153994,170.37209487426404
Id_120,266.9587978748781,276.0154736004276,274.5096746151536,281.8628452794329
Id_121,202.9646726094624,209.88361582711556,192.52758157344184,177.5971574678478
Id_122,169.65318044178412,187.034982461323,179.35074197876614,159.54015010101568
Id_123,183.8572524654295,208.9575726508271,203.2473754097399,202.98086810509866
Id_124,185.33674846901812,192.62721600965185,183.28161977165936,167.14862654877862
Id_125,245.57878479516359,254.46456664729234,235.25662547581467,249.35280941240129
Id_126,334.1135005701279,323.4371440349106,315.628650802647,307.2184350747587
Id_127,218.90420755015617,211.44868957071668,222.9864595826207,211.79679565202147
Id_128,337.5329187914236,307.97194147044434,308.50129637399635,298.5308242318164
Id_129,223.5947421227658,204.0078396725625,224.50505753895618,212.0253272462778
Id_130,321.984553702736,317.62007582084686,306.23363010705083,311.12545376420127
Id_131,214.23221039365848,213.28143971819682,214.01381473888148,215.1109691090809
Id_132,212.96538581289963,214.4812966897294,215.86341161358547,212.46026376585888
Id_133,313.02524284217765,303.6263872913987,288.95587707213525,301.9259476036595
Id_134,226.5859897378955,229.88818627587625,228.9929513681004,236.67407763116697
Id_135,240.49281179289238,237.08990725247747,231.8808960900257,250.93037495244732
Id_136,302.20143929051727,306.16523921863137,300.66209689683717,293.35561363973943
Id_137,286.4828172094877,273.4671124285733,263.9967681631235,274.30873568443985
Id_138,223.04246410629753,228.6565998642003,225.44312586971088,231.26015158715995
Id_139,209.8074023490488,227.76492147269988,215.35919685965638,223.9105918987316
Id_140,234.49783962421543,245.01219050225933,235.33041122805454,254.53644588369593
Id_141,185.94159390780504,193.89589611491647,202.51778635579527,190.49540364914887
Id_142,200.40329157164211,160.45824607196894,193.5087889664666,170.0870908913244
Id_143,272.37518041438705,295.2032900572085,275.38452043350935,276.89366202538315
Id_144,194.94500733775737,170.6097721245764,188.91857104300155,177.35494312789444
Id_145,189.16523316931864,174.9360104324701,191.11976880594088,193.50664924637073
Id_146,199.89056227636888,180.27420556601763,190.76451281889737,173.16234883369643
Id_147,172.3155468051437,173.84628940052946,185.58286063595713,187.8373432524452
Id_148,231.74989834408564,234.12594114025245,216.46867309810418,213.42739043230773
Id_149,253.84780225383014,269.29675190155115,276.2509513053974,293.0499334429611
Id_150,196.68404216068024,194.48262664140358,197.14301975367218,177.8217235143196
Id_151,282.5664266099589,304.72380461813145,274.8289073619837,278.1625710402675
Id_152,192.3792337924579,185.7917130903159,196.11642494237566,179.02170668162506
Id_153,282.7242534137328,310.53810734260884,271.8887690780943,285.0255040572856
Id_154,275.0747516986026,298.04626878428815,278.00869970518727,287.07307318570435
Id_155,180.5754054315833,192.08834946261442,165.62288087313797,173.793771241352
Id_156,269.08535616871666,284.97424288829785,278.7508139911883,289.0900414480242
Id_157,197.09788836901083,196.12042601325135,202.81231031713722,194.9833678953449
Id_158,261.3501975324424,271.5292808525319,279.02835147530885,286.1557989322426
Id_159,203.18060626068836,206.26535199727678,207.27116472765053,184.59904260485175
Id_160,188.37929934710633,192.4400864847616,198.14723435316938,182.99305179815025
Id_161,281.8464903238206,301.47727156680827,271.02758388100625,277.9828735838057
Id_162,186.03959068755245,189.60168187111586,197.4936277586067,180.7942809723539
Id_163,195.71117468668382,195.60976892654313,183.51849523244456,175.0634624968748
Id_164,263.09495096092127,274.9619869879339,288.2802680402995,276.2522731790454
Id_165,180.8843298743936,195.7082130899429,176.1703675048468,172.23454181265478
Id_166,190.37828617572706,209.2857726879535,200.1669490987692,183.18246997823343
Id_167,188.54273928074144,208.3936408146515,200.98202795792028,181.3180737286154
Id_168,274.79297668369077,286.94070085789826,279.11139471358,273.6372942421385
Id_169,186.43088489490788,203.4987245133205,186.58740623891936,189.2520393817155
Id_170,191.87235866359072,216.25525597821007,198.40169019118943,186.470432688999
Id_171,184.07856518791738,214.15539494456334,203.51126775540538,197.99832279861073
Id_172,249.79156342501284,248.11573792767197,286.7324323613507,278.1093910433726
Id_173,206.26253865070106,205.8566834020567,216.6513005076983,218.07662238587037
Id_174,218.76372269766534,231.49468250814994,225.64109445126118,236.4687995925067
Id_175,204.79651174024804,214.9317786245712,233.08827597440907,220.08183678779835
Id_176,217.40428438628334,212.0165064247192,231.00767300461442,221.14026454781356
Id_177,219.95960816497745,210.44133937467603,228.48740252593916,221.73399509385405
Id_178,240.35401810373958,240.56537807394804,230.76521090451942,246.16246559549944
Id_179,212.09448237624974,217.98469657698362,230.05030505345704,218.1808799326123
Id_180,216.73551199270696,216.4819368247537,235.10223596325122,218.42068927286547
Id_181,325.43836428689815,299.73753192125406,297.98276607478715,311.5764149842398
Id_182,225.00966519772817,216.042464461712,216.92254748547725,226.7341400263224
Id_183,222.61873451410065,214.54563505200778,219.25487169088336,225.93553267745577
Id_184,240.94345190379,231.91267119548982,231.58992913973717,249.7512683857329
Id_185,324.6679329282351,303.35477838002805,298.34620889177023,310.6476537715549
Id_186,232.76132758338412,215.34883512555012,217.77220549213584,209.9336415171102
Id_187,217.65601008443804,221.1929363709727,213.91950430048578,220.41205118810566
Id_188,242.1788304078803,234.5912538997891,232.25680914301546,257.94840073599124
Id_189,216.45062088898652,219.81923321415405,224.649105586383,221.90645368718464
Id_190,218.7417087371265,213.8413484157318,222.54266715109102,201.80856659034748
Id_191,311.00368336273215,301.82915346152424,302.69510268214816,290.40674268507655
Id_192,202.93640931442468,221.04192923547885,211.9346277158615,218.26491543845003
Id_193,314.6884722414088,294.8815157767568,291.083455518376,294.8624016716134
Id_194,312.7167596558474,298.2491880630989,291.6489296416053,296.6297099503285
Id_195,235.21949789453254,213.9340685650886,213.51801115630153,182.05464415000813
Id_196,231.2044872519868,236.4369975740302,225.304975741471,244.02085118697988
Id_197,198.31917287810143,202.92776346470998,210.2245581087465,207.3274040116088
Id_198,205.70700629871124,210.85338721397045,211.02068678698996,210.70455039246525
Id_199,189.84285676447223,208.8508278784846,204.59034939546876,202.28321307541353
Id_200,225.15612468954083,225.812519160652,226.79845260642264,222.84139051493034
Id_201,291.595108093607,285.296952050266,273.52641705308577,282.47090555338286
Id_202,207.66164154101483,223.6692966257592,219.47247084328947,219.06953123271268
Id_203,260.5239523623076,219.07631570535682,204.90677514390916,195.97061962515977
Id_204,229.4168035896285,230.92664478406886,223.3363273990638,229.41897169719874
Id_205,209.94093303927383,228.253090037088,214.87178360112762,225.08899883707346
Id_206,189.2106628557816,200.8807752196476,214.92268288355461,197.9122953263933
Id_207,158.09766689806338,176.35719674267006,180.8005759775389,188.32388380759093
Id_208,165.10431003357155,160.3531094996704,162.50368907010878,177.38216815447288
Id_209,166.56109743463992,167.1980277683372,188.52383281946322,187.74936160667465
Id_210,201.54983097908786,185.017250608672,181.8017607078405,178.75373822876273
Id_211,189.43118830552675,186.52426371904912,180.94026212097558,187.34005391814156
Id_212,272.1994475409114,288.3146362573884,281.1441704617449,278.55343435545535
Id_213,185.39821681636624,193.50979573285684,193.55632679100987,189.8049845396511
Id_214,178.30660857179345,189.42749563618548,190.44040418257651,180.08893090914412
Id_215,268.86893680482086,285.46839689219695,271.0155630906612,283.17003384646887
Id_216,176.88289618691147,182.77720307584184,190.7334996531914,178.8034262649773
Id_217,188.01327822430426,164.80915456781588,161.77350863341582,177.41898667703873
Id_218,189.76309303940434,169.0048966914793,160.74033772044996,179.2016804391599
Id_219,158.6874705377052,161.7944493775754,166.4080198154188,185.63930186193065
Id_220,265.7884205320723,251.01518464945923,242.07216666612592,267.1176560977756
Id_221,264.4115228094664,250.40081334391445,239.85055670568514,262.381530782356
Id_222,195.63194355710482,181.79730692524174,170.76778481720908,187.5084312512881
Id_223,183.1918512752784,174.8065417198216,168.68910819468422,175.43014118887288
Id_224,179.18256331280048,184.78987606375279,189.7374623072021,177.39603225928659
Id_225,203.06057613243513,202.0773661283591,202.35656345356807,200.39185194393417
Id_226,257.7193760912078,269.1495415325971,278.8566172298121,272.37156195303163
Id_227,185.54917439701097,193.732782354306,186.5377683580398,180.23068305925037
Id_228,174.08104402275268,190.56125813903108,182.36177043765912,171.11264692476192
Id_229,260.68630495454914,264.0636391493337,276.1547003027234,282.5059961238384
Id_230,200.0496562588229,198.88042401912753,210.67016488754004,182.83284631295135
Id_231,184.62568525796462,195.6392400576173,211.72427468912522,186.76112840032113
Id_232,210.99679889414375,202.40986887031568,197.36988957997815,183.59360543909247
Id_233,234.8952909851849,225.26188201913595,224.9160390395996,221.6965140542708
Id_234,232.3955914624438,224.23647079977775,225.46403752889728,221.97268422383198
Id_235,215.85384639239805,212.7184328395282,216.3398507017983,223.5683192682132
Id_236,309.3326732132642,305.5844172767603,301.02415604857987,292.07439863304387
Id_237,210.44023860013345,209.1397692350262,218.19984830983813,197.64368416992275
Id_238,221.4643655648731,216.50942710345774,221.84651776733062,215.79477149413725
Id_239,312.8519822440683,297.8650242070543,292.59829488853273,296.84202520360816
Id_240,234.32091380245123,218.5406956522929,238.09193505261229,225.46231011329508
Id_241,217.9327817101091,219.34993389930204,222.84682150436404,220.1890138699748
Id_242,306.6656971289549,325.4902214099421,309.0505397043594,299.66842476328856
Id_243,229.73774257790927,207.40875241419315,215.50808059424804,218.849453171882
Id_244,288.17989052278824,296.40798526494115,287.39533394336354,273.4238594507904
Id_245,290.14215051024064,277.06215377962417,274.49114629784475,274.5300321612992
Id_246,198.30587231000396,192.02629452392208,212.17059891456424,201.4256261576043
Id_247,252.2198945054713,206.03754501730666,194.9474636109189,190.46628267221433
Id_248,253.48203023250392,233.47735425871008,237.4362836803737,247.5271764029102
Id_249,231.67199527125564,205.4976050898561,193.9515857048654,182.39202704348256
Id_250,193.2273028968338,195.6139034199285,197.74048786852168,184.3626221294621
Id_251,194.23895693073365,190.9600270137188,194.3989455073868,176.47951018050045
Id_252,257.8934606739578,274.5311982849541,266.5554111346303,279.3549821647185
Id_253,189.39932369505107,195.42170433271326,183.42811036755091,170.17620884876007
Id_254,264.19342761781115,274.023729621887,275.1792518171329,277.90636459830387
Id_255,253.4729701128989,260.77608851815353,276.99842597143305,274.6638746644201
Id_256,185.66903436362696,191.50563952051408,184.56065415914216,160.9804925116977
Id_257,186.13336691576035,207.35209024129546,199.09854517043243,195.4401354725177
Id_258,267.033096536498,280.14043641362696,272.66486847499783,274.18293510458045
Id_259,197.61677610915535,183.81063967891274,182.28478502167513,172.20609868826733
Id_260,257.38237345350115,268.33658495082324,274.16233835469666,270.9541022802062
Id_261,178.58987175116573,198.721199157204,191.34052531174356,184.92173930871354
Id_262,256.5865559609337,267.206429926193,272.9442067944014,277.3879091360379
Id_263,185.5248579759417,181.01641728233582,179.79001824220742,164.66537221744707
Id_264,185.01835709462756,201.7936809887339,198.05413294671305,203.97517528338295
Id_265,187.4144678142403,193.62073901016876,182.167927054973,166.50155092470777
Id_266,187.94130344306103,187.26891987896892,183.85613271207754,170.6857519696488
Id_267,306.76885464497525,298.56675200814243,285.5171007259396,294.10654949515083
Id_268,241.60557892365023,231.9181390830726,223.31243727724436,243.63488669539237
Id_269,215.41958857265547,200.00770923486277,219.73600204850123,215.69861720055908
Id_270,298.72641491998365,309.28417083126544,297.32046850052785,291.16658816747906
Id_271,209.2848318539347,208.18026328573526,219.5112441674785,211.86221616325776
Id_272,303.6839570549045,300.95535581717763,285.8555255609929,294.0507892414405
Id_273,217.16790182465763,215.13248764482736,218.48890446931895,215.3365619382652
Id_274,280.29919011018796,279.9040069419641,262.45783461301795,279.05068776460075
Id_275,223.2305760753418,211.7030451169859,210.234750239105,217.28953481861797
Id_276,278.7752134742633,271.6451611894517,259.3487498477756,271.63282132115967
Id_277,241.09437423021,223.51687625318675,216.37751886161405,233.21283408802134
Id_278,189.0876106626443,185.14176025474197,190.0578834952545,178.09348115504548
Id_279,222.30112984729914,225.20175159048702,217.42557076789467,229.02023171741095
Id_280,197.20565385578448,209.97259633686411,207.89259468366959,216.98147924292857
Id_281,177.98019346962167,175.54653832012573,168.81198509227465,175.76711503270295
Id_282,188.20034676693274,202.17021098998902,192.36088358544032,185.4565167855324
Id_283,181.27517030656247,178.626644852354,193.31319299318125,168.0526229160058
Id_284,274.7130575414347,294.14724589314176,268.4497621683461,274.1985715272551
Id_285,195.5830602304244,198.44384911453182,200.6528785616359,190.32390664812544
Id_286,176.98549133611033,184.14216482910714,189.93018489563335,178.77022512787377
Id_287,184.4808826064613,188.994709671677,175.08169234822114,174.08792756420416
Id_288,185.71944851256268,201.75465262724524,193.74511561027074,193.37639961810007
Id_289,202.7882528025317,192.05593249471562,179.20075621300467,176.2278580860554
Id_290,275.99514324849144,295.180836359521,274.1750464382757,269.10959943417004
Id_291,175.68158295745167,184.6910095012908,183.0154633977954,180.72969303415337
Id_292,267.0029096599349,278.2557675788125,272.93219576394034,281.55602191419405
Id_293,193.68083697937237,196.52709896610077,197.4955392784135,191.51551287060857
Id_294,262.179941749042,266.89702500651043,276.79747446090323,274.26077043393326
Id_295,216.37188832601782,209.69932760501794,206.14506510582675,212.49334996086162
Id_296,206.613079649293,206.81578655875037,204.02726115411647,206.22208410574814
Id_297,214.7629716831371,209.4477449626266,211.01754093408516,219.69697116605215
Id_298,308.25004232139196,303.6231508101841,298.5503035945744,291.158344934989
Id_299,224.45298945457927,219.48617998472136,220.91071875715514,215.30488293284057
Id_300,307.7941506016842,320.15064583695914,306.1480196942277,297.78491295293617
Id_301,311.9318282615683,309.82830640967774,293.7006584918971,302.70705440337804
Id_302,221.76335276936823,220.3155796651323,223.1385491540926,231.78241856366674
Id_303,309.08820754507667,301.19158691882274,290.79967361751346,295.75517123324556
Id_304,219.8461434333591,207.3201553618635,222.56155109247777,216.23430155900567
Id_305,227.26205386351086,215.31810522242577,221.26831336744303,204.4959507575403
Id_306,222.43807665823834,200.94674868181252,187.42935943221298,195.9282685942813
Id_307,224.53962927845168,215.16014334298424,217.7924981735314,216.69175873986026
Id_308,231.27779285441318,217.94931620821222,222.68914470339647,226.2234062813461
Id_309,197.72412322994302,185.43952040874993,199.98255680753437,184.55152528516345
Id_310,193.42308325248365,185.05821027805254,208.87686737028,195.73250161788928
Id_311,270.14142382273604,286.9355928687863,271.4165580932708,266.19358488774
Id_312,227.5577600135149,201.95603487373003,191.12920434870355,178.987427124571
Id_313,203.07332024507616,212.30206539121048,205.70774633134803,215.60321486267566
Id_314,187.79928033751293,191.48168430453111,206.7826666255534,193.78960564322716
Id_315,204.8361939158503,171.0307206875274,172.36881957547482,181.90592188190092
Id_316,196.40829708865715,196.73798192762445,196.0053647498531,183.94438136232733
Id_317,197.7921028440844,193.70126977030606,208.45462286601946,183.23876321344346
Id_318,283.0022560466072,303.8972112878338,274.3091638871698,277.6585080086968
Id_319,198.41241881778637,186.1668448342173,206.3296052074908,174.22699154185267
Id_320,187.96748519806698,184.79123614911467,167.99433071426128,178.82645187369926
Id_321,196.14009636371384,201.024393074794,193.90228278623414,206.08290179659207
Id_322,182.17444559031634,192.12180939285344,165.07956977696594,177.35884654156388
Id_323,265.1600479406981,282.43300822493194,271.8182984228854,289.8322180440583
Id_324,187.3133790305646,192.01900048264707,171.5106408740746,183.21408854421986
Id_325,184.3258215434136,180.51685926718278,198.4268538785293,180.73812675636614
Id_326,184.62699975201247,195.95554246057415,164.91248548894742,177.41553684287115
Id_327,159.2630896450761,180.6514922079999,171.22032989829884,184.04583024345175
Id_328,166.76550806000603,164.91717281307734,165.95959259310152,184.79899654381168
Id_329,167.76127654889706,172.16383437389914,191.1459316700905,196.1310847458468
Id_330,192.05311616165017,203.15577214126188,200.04951311030644,190.36745392187098
Id_331,186.44888512359728,191.0480418391667,196.41901485210215,183.0103178643604
Id_332,182.9205410162907,197.8617226937896,197.13583906222846,186.26844066509364
Id_333,193.9861478494725,202.60025060879312,207.2136323066992,196.25835878530316
Id_334,185.81723906045607,194.67275116366787,183.52969147768005,173.13178712332453
Id_335,200.60479553240327,199.82888413317752,184.0410558919289,178.8210597185131
Id_336,254.20094288954607,260.6614090057896,290.18504808893874,276.74839074326803
Id_337,172.0592520738124,193.66172322037522,176.63512117244477,169.3592829424262
Id_338,176.73253352204176,172.0161623048836,156.79490462453168,198.7766592155865
Id_339,269.4734523660865,249.91872735406312,242.87878669759198,265.8740825771175
Id_340,156.6985271523477,162.8939735512852,165.13818336140284,181.94543095599533
Id_341,194.92531044024105,191.66104337528932,189.85019996069332,177.7939332035835
Id_342,190.49336324112767,212.16225876761104,207.13311795955096,201.58478546269083
Id_343,184.9220396253109,192.0785094578981,185.80420857746424,182.30816254771665
Id_344,194.5093455602315,197.49648084880388,186.61019884736135,177.44888500701467
Id_345,174.36794821619299,192.02477753691653,183.61359656298038,180.2688613357986
Id_346,263.07651686151473,265.95957396271916,285.4291780677768,274.54919225382196
Id_347,249.47058284650495,249.11158154395784,286.1961310886642,279.2267337247671
Id_348,173.23379288984057,193.83961596998952,219.96068081100324,212.75512551968308
Id_349,236.76635706089723,216.03256258024695,232.87863620289872,236.26101159332433
Id_350,277.61792365737034,292.22408514116836,301.2924660836031,312.0717589060597
Id_351,217.15008540874032,209.36949181479633,214.66409051586297,201.1012924676528
Id_352,220.5257132529855,214.12017001949047,227.98926595315572,208.98119152450562
Id_353,254.31530598403418,237.1159864766819,229.56705209424135,255.53530241241864
Id_354,239.17671401077013,221.24130830708248,245.67862355545878,236.1630243494276
Id_355,322.5908186555926,314.8411697827444,306.67489751967014,306.7837296116533
Id_356,326.3319882935176,313.93379654797724,302.98201461278273,317.9110630076621
Id_357,257.15745400939824,238.5381985763268,228.58486611752434,263.6609919590843
Id_358,319.2456584281647,318.0905861326214,307.28617004547783,306.62066567324496
Id_359,244.4568964222649,232.44245503891855,225.55424495390386,255.71938716730773
Id_360,248.66829085743473,227.50422407639522,267.05374012045274,246.1024732235603
Id_361,164.41254464129315,203.82124899375688,204.6348287484818,162.34740036504414
Id_362,228.4494858494482,226.32939919806486,227.2155379738377,240.36221206062743
Id_363,184.18798732742852,221.54549670444294,198.4379282101411,211.83923549428152
Id_364,312.8779395903004,313.6428223503773,309.4456128789598,296.0096868867782
Id_365,311.1669677920931,304.365725942508,303.88051175282413,291.52784864367305
Id_366,229.57020094768131,227.585922139115,223.76603742984904,233.23348568205714
Id_367,243.51653857164786,234.27285433002936,225.67754177105584,248.45127121514994
Id_368,302.5309306437202,313.33915090856067,306.7476402858475,294.37523222812086
Id_369,290.04380511396676,288.38274913212854,285.7344099144422,268.76010005960364
Id_370,294.47333538260335,278.6981721847975,277.36493155627636,274.4541383876987
Id_371,229.369531576069,222.70021113560495,222.52914382263415,220.5623703498664
Id_372,210.619941195566,220.5537610723702,214.18938569401277,213.89359951499793
Id_373,290.8012012217663,286.85484802037115,274.62230483376396,282.50910132055776
Id_374,205.73682002240167,218.7482116256425,216.56064264382383,215.63173315772866
Id_375,227.47655158652418,226.04164039682894,219.89664857543067,228.16396020355864
Id_376,222.06058621422085,224.42556378481171,221.9317261163217,230.0212587288865
Id_377,240.2854624294975,218.53034292240278,202.74863158339537,195.76877428499637
